real value,Predicted value
319,295.1
336,319.6
337,318.0
327,292.8
326,278.2
325,274.4
365,258.1
380,269.8
372,273.0
361,274.7
344,269.4
354,268.9
350,270.3
341,271.9
346,273.4
347,280.7
365,299.4
369,306.4
354,299.2
334,281.0
311,255.3
299,254.4
290,260.8
301,263.2
324,293.8
341,318.0
341,322.0
329,289.2
323,282.7
317,277.9
351,296.6
358,317.1
354,326.1
349,327.0
328,310.0
348,323.7
351,324.3
346,322.5
353,321.2
357,320.3
370,321.4
364,326.7
347,318.2
325,287.7
304,269.8
294,261.5
285,284.0
294,293.1
319,319.6
336,329.2
337,328.7
320,315.3
315,305.1
320,302.8
361,341.2
378,357.3
373,353.7
373,353.6
349,335.4
373,343.1
374,346.2
370,345.0
372,354.1
372,349.3
376,355.9
364,350.8
346,341.1
326,318.4
305,299.3
294,291.2
283,288.3
291,291.3
315,322.8
329,331.1
324,330.3
299,309.0
275,292.5
268,285.5
290,310.0
298,330.9
291,330.4
291,331.1
281,326.9
284,323.6
274,320.5
275,318.1
280,330.3
287,338.3
302,346.5
309,345.2
302,336.3
288,313.1
269,277.6
261,275.1
257,274.2
272,281.0
300,303.1
316,319.4
315,316.6
292,291.9
260,262.5
241,258.3
251,269.4
255,284.1
255,285.1
257,286.7
257,287.3
259,285.2
257,282.2
261,280.4
268,289.8
287,303.6
309,326.3
311,327.9
302,311.3
287,300.3
268,276.8
260,274.5
256,274.3
268,281.2
296,308.0
315,327.4
313,327.0
298,308.3
296,312.5
302,309.4
338,333.2
354,342.9
350,343.8
352,341.4
333,330.2
349,346.5
348,342.8
345,339.5
349,346.8
347,355.4
354,361.7
348,353.7
332,339.7
311,338.1
292,298.9
284,294.6
275,279.7
285,287.3
311,312.5
328,319.9
326,319.9
308,303.4
299,295.9
303,288.0
329,356.0
339,358.4
339,363.2
338,363.8
314,353.5
334,358.2
335,363.2
331,361.2
334,361.8
338,364.1
346,370.6
345,371.0
330,362.5
312,313.7
295,294.1
286,295.8
279,277.5
289,294.1
316,318.3
333,331.1
332,331.0
318,305.9
305,290.6
300,285.6
330,308.8
342,319.3
328,319.5
331,318.0
313,303.5
328,318.1
337,322.3
323,321.2
330,322.6
331,325.2
343,332.7
345,335.6
334,324.3
315,308.6
297,277.8
285,271.7
276,279.4
288,282.7
312,310.0
331,328.5
330,322.2
314,309.6
300,294.9
286,291.9
304,331.1
312,342.3
317,345.6
319,348.5
299,323.6
321,341.4
321,343.3
321,338.9
327,342.1
325,343.4
337,351.6
335,348.0
319,339.9
302,319.6
285,298.2
280,284.4
272,283.2
282,285.5
308,308.7
325,331.6
327,329.8
311,316.2
295,304.9
280,300.0
302,326.2
315,342.0
321,340.9
327,337.6
303,323.4
323,334.8
323,335.7
319,334.8
325,336.6
325,337.3
332,346.6
335,351.5
323,338.2
305,319.5
288,299.4
277,281.3
269,280.2
283,292.0
309,308.3
329,327.6
329,326.3
310,313.5
284,293.5
262,286.7
280,311.1
291,308.9
290,309.3
291,309.0
286,299.2
297,302.8
292,304.4
288,304.2
292,303.0
298,311.1
312,323.0
315,323.6
303,313.5
286,307.5
266,283.0
257,281.4
250,265.3
260,268.1
287,296.4
307,312.9
304,311.8
277,288.3
248,260.5
236,253.7
243,263.8
245,272.1
244,272.2
251,269.8
255,270.7
255,271.9
256,269.9
256,269.0
267,271.4
283,299.3
297,316.6
297,320.2
293,312.4
277,300.4
259,271.1
250,259.4
246,249.5
257,260.5
283,293.6
299,301.8
297,303.2
280,291.2
268,284.7
274,280.8
312,307.4
338,314.6
334,315.0
339,315.4
318,305.8
344,318.9
348,317.6
348,317.4
350,318.2
345,318.7
345,330.7
332,332.7
314,319.8
296,306.4
275,282.5
263,277.3
255,252.5
264,262.8
290,289.6
310,308.1
311,307.9
295,284.3
282,268.0
277,269.5
308,307.2
323,311.2
322,314.6
322,311.9
298,303.4
321,308.6
327,311.5
325,313.3
322,315.6
319,318.5
328,322.8
333,324.9
319,314.8
299,309.5
284,276.0
275,277.4
266,253.8
276,255.6
303,297.2
323,319.1
325,319.4
311,290.1
292,278.4
275,275.0
299,301.0
319,310.2
321,312.2
326,311.8
304,299.6
324,314.5
326,315.4
326,314.4
328,317.7
324,319.1
330,325.3
331,331.8
318,320.7
299,292.6
285,268.7
274,262.8
264,261.0
274,262.1
298,299.9
318,320.9
323,323.7
307,292.9
288,287.7
270,281.2
291,288.2
309,306.4
313,314.4
317,317.4
299,304.9
321,313.9
325,311.8
321,310.0
326,312.6
324,310.2
333,315.5
332,319.6
317,310.5
295,282.6
275,272.0
262,259.6
258,264.1
271,268.3
295,298.4
317,322.1
320,320.8
304,293.9
281,281.6
263,273.4
291,310.7
309,326.1
312,329.7
317,331.7
299,313.0
320,331.0
326,331.7
324,328.0
327,329.6
323,328.2
330,336.7
326,336.0
312,325.2
291,295.6
272,281.1
260,263.3
252,266.5
260,278.5
285,305.0
307,325.0
311,324.1
293,302.5
264,268.3
247,265.4
263,302.5
273,312.0
278,318.2
284,318.0
276,309.0
285,316.1
288,314.0
286,311.0
287,315.3
290,314.0
299,321.2
305,323.9
289,312.4
273,286.1
253,270.2
244,259.7
236,257.3
244,264.7
269,287.6
292,308.3
293,306.7
273,281.5
241,249.7
220,239.8
226,244.9
234,254.6
239,258.7
244,261.6
247,261.6
247,262.5
246,262.0
248,262.1
261,266.4
276,286.0
286,296.6
293,299.0
283,294.7
268,272.6
249,260.7
240,249.7
233,240.2
243,245.2
269,270.0
292,292.2
295,294.9
281,278.1
259,252.2
248,252.7
276,281.5
296,294.9
303,299.5
311,299.6
292,288.7
315,297.5
321,298.8
321,298.5
325,303.1
322,302.3
325,313.0
322,315.8
307,307.9
286,296.0
270,272.7
259,264.6
249,253.5
254,255.0
279,296.2
302,317.3
307,315.8
290,288.5
266,272.7
259,267.8
292,288.1
307,295.9
314,298.9
320,302.4
301,289.6
325,303.6
328,305.1
327,301.2
330,303.4
326,304.4
330,314.2
324,321.9
308,313.0
289,285.4
268,269.8
257,251.0
249,255.8
258,256.2
281,291.0
302,316.4
305,317.3
286,292.2
261,275.7
256,270.7
279,245.5
292,253.9
291,258.5
293,259.0
283,255.0
296,257.2
298,256.8
297,255.5
301,258.0
308,266.2
316,282.3
316,292.1
303,285.3
288,274.5
268,250.8
258,236.9
249,245.0
255,246.5
278,280.5
300,298.7
303,303.1
285,280.5
263,266.5
258,262.6
291,246.8
308,256.3
308,259.8
319,260.8
300,256.2
319,254.7
324,253.0
317,250.4
320,255.0
315,266.0
320,278.9
319,286.0
305,280.9
286,280.2
267,256.2
255,243.8
247,247.6
252,250.7
274,278.9
297,295.4
302,300.6
286,280.9
265,261.0
253,258.7
283,285.5
303,300.3
311,303.5
318,304.9
308,289.6
324,309.2
325,308.1
323,307.4
329,311.0
323,310.8
315,314.1
315,320.4
299,308.9
280,281.6
259,260.1
247,243.4
236,251.0
240,252.8
263,275.0
286,290.3
288,290.5
270,271.6
241,227.4
229,222.0
251,253.4
269,259.3
277,261.8
286,260.0
281,256.7
289,256.7
289,256.5
289,256.4
293,260.2
296,267.2
297,283.8
300,292.5
286,291.2
271,270.8
252,245.1
243,243.2
232,232.8
235,236.4
255,253.8
277,277.7
281,280.8
261,256.7
228,224.3
214,213.6
224,221.6
234,225.7
238,231.5
250,234.5
250,233.2
251,230.6
250,230.9
250,232.6
256,244.6
269,260.0
281,270.8
280,278.8
271,272.7
256,263.6
240,242.6
230,236.2
223,232.3
229,233.6
252,258.3
275,281.4
278,285.5
258,271.3
229,238.5
219,241.2
228,272.6
236,290.0
237,295.3
254,296.4
252,283.5
253,294.8
251,295.0
248,294.5
255,298.3
268,297.9
273,307.0
278,311.2
270,303.3
253,280.8
234,261.5
224,246.5
218,254.9
223,256.7
243,273.7
268,297.3
272,304.6
255,283.0
224,273.1
207,270.7
217,245.9
231,253.5
239,257.5
244,258.6
246,255.8
244,254.4
243,254.1
245,252.6
250,255.8
259,265.6
264,278.8
272,287.9
260,280.4
246,275.2
230,256.5
222,245.4
213,254.0
218,257.6
240,274.2
264,300.3
269,306.8
252,286.7
219,272.6
204,267.3
218,246.6
234,251.1
240,252.1
247,252.5
245,247.7
247,251.6
248,253.0
250,252.5
254,257.8
266,266.7
276,282.8
277,291.8
266,285.2
256,273.9
239,254.6
229,238.7
222,249.8
228,251.7
252,275.7
279,304.8
286,306.8
273,291.4
257,265.8
247,261.7
275,303.0
295,324.7
312,327.7
317,332.2
294,315.6
315,326.1
320,330.4
318,328.5
321,328.6
313,324.2
318,328.0
315,329.2
300,315.3
282,292.2
259,273.7
247,265.8
236,246.7
241,246.7
264,276.2
288,304.8
295,305.4
280,289.9
258,266.0
250,263.8
282,300.1
303,323.6
314,326.6
323,329.9
303,313.2
327,325.1
329,329.5
326,327.1
329,327.3
319,323.4
314,327.1
314,328.5
299,314.3
280,293.6
259,271.0
248,263.1
237,246.7
240,246.7
261,273.2
284,301.0
290,301.9
276,277.3
259,248.0
256,240.3
289,312.9
309,317.2
307,321.7
312,322.0
298,317.2
308,318.7
308,320.3
302,320.8
296,323.6
290,326.1
293,336.6
298,341.2
286,329.5
270,277.5
250,253.8
240,241.9
231,219.8
236,225.4
255,246.2
281,272.6
285,276.6
264,255.6
230,217.7
209,207.4
220,216.0
230,219.4
238,223.6
245,224.5
250,222.4
249,221.4
249,221.7
248,224.3
256,240.1
268,256.8
279,267.3
288,274.6
278,269.1
263,256.7
245,244.6
235,234.6
226,220.7
231,224.6
255,251.6
280,272.5
285,272.4
267,261.5
250,239.9
244,241.6
277,301.1
297,323.6
308,329.8
317,331.7
299,312.8
320,330.6
323,334.8
320,331.7
322,333.3
318,326.7
323,329.1
319,329.0
303,314.3
283,289.9
270,280.3
260,268.8
249,245.9
252,247.1
273,279.9
298,304.9
304,308.3
287,289.6
270,268.5
270,267.8
309,305.2
334,323.1
339,327.1
347,327.9
327,313.6
349,333.7
348,334.6
343,332.0
339,332.8
327,328.0
321,328.6
314,330.4
300,313.4
283,294.9
263,276.8
250,267.0
247,253.2
255,256.1
279,279.9
305,308.8
311,308.0
295,294.0
273,271.9
260,268.1
285,304.4
306,324.2
316,328.1
323,330.9
303,316.3
327,327.9
329,332.1
329,329.6
333,331.1
325,326.1
319,329.9
320,330.4
306,314.8
287,291.7
271,274.8
261,263.9
249,254.3
251,255.0
272,278.3
298,304.7
303,309.4
288,295.4
267,270.0
257,269.2
290,311.5
316,335.2
326,342.0
332,345.4
311,334.3
324,347.1
331,348.7
329,347.1
330,345.9
321,338.3
324,339.3
322,339.2
307,325.5
287,299.7
271,277.7
263,267.1
252,258.1
255,257.8
275,277.5
301,299.4
304,308.9
289,291.2
268,260.2
263,256.9
293,307.2
318,336.0
328,340.4
339,343.7
322,325.3
343,351.7
351,354.2
345,351.8
346,351.5
339,340.6
336,339.6
332,339.5
316,320.4
295,294.4
278,273.4
268,264.0
256,253.3
258,254.6
276,274.9
298,300.0
302,305.6
285,285.9
264,250.0
265,242.7
296,271.1
314,281.2
313,286.1
319,289.4
303,279.8
308,291.1
311,289.5
303,289.2
302,291.4
296,293.8
299,297.3
301,299.4
288,294.5
271,275.8
252,255.0
241,246.2
232,235.7
234,237.5
254,252.3
277,277.2
282,281.4
262,259.6
228,229.3
212,218.9
221,222.3
233,227.4
246,234.0
258,238.1
259,236.6
257,235.3
259,235.2
260,236.3
270,248.7
275,259.9
283,270.1
291,277.4
281,272.9
264,264.0
244,247.2
235,238.8
226,234.9
230,236.9
253,257.1
279,281.4
287,287.2
274,279.3
250,261.3
247,266.4
287,301.3
310,318.7
318,326.2
325,328.0
308,314.7
338,330.1
338,329.3
338,326.5
339,328.1
328,323.2
328,330.1
321,331.3
306,316.6
287,295.5
271,277.9
262,270.1
252,249.5
255,251.2
275,273.4
299,299.7
305,307.4
292,288.6
276,269.3
275,267.5
304,312.7
322,330.1
324,334.3
333,336.8
321,320.5
344,342.7
347,344.1
347,341.1
353,340.8
338,336.0
332,334.2
328,333.2
313,312.5
291,293.2
274,275.1
263,263.4
249,253.7
250,257.1
269,272.9
294,307.2
302,309.9
288,291.3
267,274.8
258,272.9
292,306.4
315,332.6
328,339.4
337,340.8
319,326.1
341,336.2
345,339.3
343,332.7
348,335.0
337,330.9
332,330.1
329,327.6
308,315.8
288,294.9
270,277.2
260,268.9
247,252.9
248,253.5
269,279.6
294,302.8
302,309.1
287,296.5
267,270.4
256,270.1
289,312.5
308,335.1
318,339.0
327,344.7
308,333.0
329,343.8
331,343.9
330,341.7
334,341.2
328,333.5
323,334.2
323,335.4
308,324.2
287,299.1
270,279.7
259,265.8
247,254.3
248,255.7
270,279.2
298,301.7
305,308.7
291,294.6
268,275.3
257,274.4
292,306.8
306,323.8
317,325.1
328,327.7
312,315.6
336,328.8
335,330.5
336,328.3
341,328.3
324,323.1
321,327.3
323,329.8
308,320.6
288,294.4
269,276.9
260,267.8
246,249.7
248,250.9
267,275.7
291,297.9
297,304.6
280,284.1
249,255.0
241,247.5
262,283.0
278,293.3
279,300.4
285,303.5
279,297.7
287,301.9
287,302.3
283,300.3
286,300.9
287,305.2
293,308.8
294,304.9
288,295.9
273,278.5
253,257.6
243,252.1
232,230.3
236,233.1
255,251.4
276,275.3
284,281.4
265,259.6
234,232.4
215,219.1
218,223.3
229,228.4
234,235.7
245,237.7
247,239.2
247,238.2
250,238.4
254,240.8
260,253.1
267,273.1
273,278.8
280,284.1
270,276.8
254,267.8
241,248.1
233,239.5
223,233.9
226,234.6
245,255.9
274,279.8
278,286.7
265,278.8
246,262.7
245,264.9
288,306.5
309,336.7
320,342.1
330,344.9
314,332.3
342,350.5
337,353.1
342,351.2
345,351.9
328,343.0
325,340.9
324,339.6
311,321.6
289,299.2
267,278.5
255,265.6
242,255.1
240,257.1
257,278.2
282,302.4
291,310.5
278,290.3
261,269.7
260,271.3
302,313.7
330,337.5
343,340.0
354,343.2
335,331.2
360,356.3
362,358.3
360,355.3
361,355.5
348,346.3
338,344.3
333,340.7
317,323.6
294,304.1
276,290.9
264,271.9
249,248.9
246,251.3
264,272.5
287,306.5
297,307.1
285,290.2
267,271.1
265,267.3
303,306.3
329,334.4
344,340.4
357,343.7
339,329.5
365,340.1
366,342.8
362,337.0
366,339.3
349,332.9
341,332.3
337,332.2
321,315.5
297,293.9
278,276.7
265,270.1
250,259.2
247,257.6
265,278.1
289,298.6
299,304.2
286,297.0
267,283.0
266,283.4
298,318.4
331,333.1
343,341.8
358,346.7
339,331.9
356,349.1
352,350.6
351,348.4
350,350.9
341,343.7
339,343.5
337,343.1
322,321.5
298,302.3
274,283.7
261,270.5
252,256.8
252,257.9
266,282.2
289,305.9
300,309.6
290,292.9
272,280.9
269,280.4
304,313.8
330,352.8
342,363.6
355,365.9
343,346.1
363,369.4
367,370.3
362,367.7
363,367.5
352,355.3
342,351.6
336,349.6
321,328.9
298,305.3
273,286.5
261,274.1
246,258.2
247,258.0
264,275.2
286,299.0
296,303.9
283,283.5
257,260.0
251,256.8
286,282.4
311,304.9
322,308.5
334,310.5
323,306.0
334,308.2
323,311.1
317,307.3
318,309.5
312,309.4
314,312.0
312,310.0
298,294.4
280,278.2
259,258.0
249,253.3
235,232.6
232,233.4
246,249.5
268,272.1
276,281.4
262,262.0
235,233.5
225,227.2
244,231.1
257,241.0
264,244.9
265,252.6
271,255.0
269,256.7
269,256.0
268,257.1
279,272.9
289,291.9
296,303.6
299,307.2
289,293.3
271,268.5
252,254.2
241,243.6
232,235.8
232,235.9
251,250.3
275,271.9
282,279.1
272,274.6
256,263.1
259,266.0
302,312.2
336,352.9
351,363.4
361,367.8
346,346.8
367,372.5
371,374.9
369,373.0
363,372.5
349,358.5
343,354.8
341,349.0
326,327.2
306,309.9
285,288.2
271,275.6
255,261.6
252,260.5
266,280.4
289,300.3
301,309.1
290,291.6
274,277.4
277,277.8
325,314.3
352,353.1
361,361.0
374,366.6
355,349.1
385,372.1
385,373.7
383,373.0
378,373.6
365,355.6
361,352.4
352,349.2
333,332.6
312,305.0
296,287.8
286,276.2
270,248.5
268,249.9
283,277.0
303,300.0
312,307.5
305,293.7
295,275.4
293,273.6
333,319.1
360,329.7
368,335.2
367,337.5
343,323.5
362,341.9
364,344.3
354,342.8
355,343.6
345,336.0
341,335.1
338,335.4
324,328.2
302,302.5
281,286.5
267,269.2
257,262.1
256,261.7
272,279.3
297,301.5
310,307.5
298,295.8
278,285.9
270,288.7
307,324.8
336,331.3
345,345.0
353,349.7
334,333.8
355,348.6
357,350.6
355,347.9
357,351.0
343,344.3
337,344.5
336,343.3
322,329.6
301,307.5
281,291.6
272,279.3
257,258.8
255,258.8
272,279.6
298,299.2
310,309.2
299,292.2
282,280.3
282,280.5
321,334.2
345,364.1
347,378.1
348,379.2
327,369.5
347,392.9
348,397.7
347,397.4
347,388.3
335,376.5
332,376.7
324,372.0
311,352.0
292,318.0
272,299.3
260,290.5
249,261.8
250,259.9
270,275.0
295,294.6
303,302.3
287,286.3
261,263.6
252,259.8
278,285.8
297,299.4
305,303.3
311,307.5
302,302.0
314,308.9
310,309.6
307,307.3
303,310.4
305,314.2
304,316.6
304,316.0
291,302.6
274,288.1
255,267.6
246,255.7
235,235.2
233,235.1
253,252.0
279,276.2
288,282.6
268,263.1
234,234.8
219,229.1
232,244.3
249,261.7
263,267.0
265,272.0
272,271.6
265,271.8
256,267.4
260,268.5
267,276.1
279,293.6
289,299.9
296,302.9
289,295.9
271,274.9
252,257.4
243,246.4
235,234.3
238,234.8
258,254.8
285,282.9
295,291.3
285,277.7
269,264.6
269,268.5
310,308.7
329,346.5
343,356.1
346,359.4
329,340.6
350,364.1
353,372.0
351,365.7
354,366.4
346,352.9
343,351.3
334,352.0
319,335.6
300,310.1
279,287.2
268,275.0
257,255.5
258,256.4
283,273.5
304,296.0
312,307.1
303,288.9
288,273.3
286,273.1
329,323.1
354,363.1
355,368.2
360,371.4
332,364.9
353,389.7
355,393.1
349,392.2
357,388.1
348,382.2
342,371.9
336,364.5
319,341.7
299,303.8
278,286.3
266,267.3
253,254.8
255,256.6
278,274.3
302,304.0
308,308.8
296,293.8
268,276.8
268,276.9
308,317.8
337,335.7
343,338.2
355,338.3
340,324.7
357,345.5
355,346.8
350,345.6
353,344.8
336,337.3
333,337.3
335,339.2
323,328.3
303,305.2
286,282.6
277,278.0
263,258.8
261,258.1
279,276.8
302,300.7
311,305.5
299,298.6
284,281.6
290,286.7
327,316.9
349,332.0
351,342.3
357,346.8
334,336.6
363,349.5
361,351.3
356,350.0
356,351.2
349,345.0
346,347.2
338,342.4
323,337.2
303,305.1
287,290.1
275,275.0
261,257.5
260,258.8
278,275.2
302,300.6
306,307.6
296,296.8
278,283.1
280,286.5
319,318.1
358,344.9
364,353.0
381,358.2
365,343.0
392,363.2
394,364.8
391,360.4
389,363.1
375,352.0
362,349.7
354,347.0
337,337.2
314,303.4
289,292.6
273,275.4
256,260.7
251,261.9
264,274.3
285,297.7
293,303.4
277,284.4
256,261.3
255,259.6
281,286.9
309,302.1
320,313.1
333,317.0
325,308.0
317,313.6
323,313.5
318,311.4
317,315.1
316,317.5
318,318.3
316,316.7
299,305.9
279,284.1
259,261.9
249,250.7
237,236.8
236,238.0
251,253.9
274,276.2
282,282.3
267,269.1
239,239.7
231,230.6
246,241.9
254,255.7
266,262.6
266,268.8
265,268.3
266,268.3
274,268.7
273,271.5
279,277.7
286,295.0
294,303.6
299,304.2
291,297.3
274,276.5
256,259.2
244,247.6
235,237.6
235,236.0
253,252.8
277,271.7
288,282.0
279,273.7
262,264.5
262,268.7
305,336.9
339,366.1
355,369.4
362,373.5
345,361.3
371,384.9
378,387.1
376,384.7
372,379.6
361,371.3
356,373.2
350,362.1
332,343.2
309,310.1
293,281.6
283,280.5
265,260.4
262,261.3
277,282.4
300,300.8
311,307.5
300,292.8
285,277.1
292,278.9
336,327.5
356,351.3
367,356.7
373,360.7
350,348.8
367,366.7
368,367.4
369,365.7
366,366.1
352,350.8
347,349.0
343,343.2
328,335.2
305,311.6
288,284.5
277,277.9
263,254.7
261,256.4
275,278.2
299,301.1
310,307.5
301,295.2
283,282.7
281,283.2
323,323.9
349,338.5
353,343.7
360,343.6
337,332.6
367,348.8
372,349.5
371,348.4
366,349.6
355,340.6
350,338.7
345,338.7
330,332.8
310,311.5
288,287.8
275,280.7
265,264.5
266,260.8
278,277.9
303,303.8
313,308.2
302,296.6
288,296.2
288,298.8
326,338.8
350,357.3
355,372.1
356,375.9
334,360.6
354,379.8
359,385.4
355,384.0
356,381.2
346,375.1
344,372.8
336,361.9
320,341.0
300,317.7
286,291.5
274,284.0
259,259.4
257,258.7
273,274.8
296,298.1
308,305.8
298,294.6
283,280.9
283,283.3
321,315.0
342,344.3
345,349.2
353,357.3
329,340.2
347,370.0
351,367.8
348,365.2
346,364.1
336,356.9
333,352.9
329,350.6
313,335.3
294,304.3
279,287.7
271,273.1
257,258.6
258,257.6
274,273.2
297,291.5
305,301.2
291,287.0
264,264.1
259,259.9
284,283.3
313,306.7
324,311.9
330,314.4
322,305.1
332,313.2
322,314.3
321,314.5
323,314.8
316,312.1
314,316.9
313,313.9
303,299.7
285,285.5
267,266.4
255,254.0
241,239.5
240,240.3
255,257.3
278,278.6
286,285.7
272,271.3
242,243.4
235,230.3
245,242.8
258,263.5
269,268.0
280,270.3
288,270.6
294,272.3
294,271.6
293,272.5
298,278.7
304,295.8
310,302.3
311,304.2
304,298.0
285,279.8
266,256.9
256,248.6
244,234.7
242,235.6
257,256.5
279,283.7
289,289.6
276,277.5
261,264.9
264,269.9
311,310.6
344,350.6
351,360.1
357,362.6
336,345.5
360,370.7
360,376.4
359,370.8
365,371.7
353,356.1
353,355.0
346,355.4
329,341.1
308,311.4
293,290.0
280,275.4
263,261.4
258,260.6
273,273.8
297,296.7
306,307.4
290,292.8
272,277.4
275,277.7
325,311.8
357,349.9
367,358.7
371,364.7
356,349.7
375,368.5
378,371.6
377,367.8
375,367.4
364,355.8
360,353.7
353,350.2
335,343.8
313,310.1
291,287.1
278,276.7
261,268.4
261,267.7
278,277.4
299,299.0
308,310.3
296,301.2
280,283.9
283,286.8
325,327.6
353,356.1
359,363.2
371,365.9
348,348.2
383,362.7
380,363.0
383,359.6
377,360.5
360,353.6
357,350.3
352,346.1
336,328.7
313,315.6
291,294.3
276,283.0
259,268.0
253,265.4
272,278.1
297,302.7
306,312.1
297,297.9
282,287.7
285,293.5
335,324.5
364,374.6
370,389.3
383,391.9
371,380.2
393,400.0
390,403.1
389,401.1
386,399.9
369,388.0
364,382.8
357,368.5
343,337.1
320,332.8
297,300.0
281,289.7
263,258.6
259,257.4
275,275.1
298,296.8
308,307.1
301,293.3
291,279.3
296,279.5
340,345.6
368,367.4
375,373.5
380,378.2
354,363.8
375,384.6
381,391.4
381,390.7
378,388.0
367,378.0
362,374.1
353,361.0
337,351.2
316,320.4
298,298.9
284,284.6
265,258.3
257,256.6
270,274.9
289,295.8
297,301.6
286,287.9
267,263.7
267,260.4
302,288.2
319,313.4
326,320.9
329,323.4
318,317.1
319,324.2
316,322.5
313,321.5
312,319.2
308,316.1
305,319.7
306,320.3
297,307.9
280,285.5
261,267.7
251,254.1
237,249.0
234,247.3
247,255.1
272,279.1
281,285.1
268,270.2
237,245.6
225,239.8
236,262.4
250,289.6
267,292.5
280,298.5
284,299.8
284,296.1
283,295.6
282,295.0
288,294.6
298,297.3
301,307.5
302,305.6
295,294.3
278,285.2
259,263.6
247,256.9
233,239.2
228,237.5
241,256.7
266,273.8
279,282.9
269,276.8
255,265.8
258,271.9
306,335.7
337,368.6
346,374.1
358,377.6
340,359.0
357,369.6
364,377.3
361,377.9
362,375.8
352,367.7
343,367.8
338,359.9
324,344.9
303,320.5
282,296.2
269,283.8
252,263.9
251,264.4
267,271.1
290,290.5
302,305.6
290,291.7
274,271.5
280,270.6
321,312.9
343,352.5
344,358.7
347,368.1
338,362.5
372,376.4
372,379.9
364,379.4
366,378.9
354,376.0
348,367.1
337,363.5
321,340.9
301,318.6
283,288.6
271,280.5
256,248.5
254,247.5
267,274.2
288,293.7
301,305.8
294,294.9
283,279.5
292,280.5
334,331.1
360,354.9
361,360.6
359,364.7
340,351.7
364,366.8
365,369.7
361,367.4
363,367.9
354,360.3
349,359.7
341,351.4
326,329.9
307,311.1
292,287.9
282,281.0
264,260.6
260,260.9
275,275.7
296,295.7
305,303.0
291,296.7
276,287.6
278,290.1
324,325.0
354,366.3
364,378.5
379,384.3
362,368.2
384,390.4
379,393.6
367,391.6
366,391.3
359,382.6
358,383.5
351,372.2
332,333.7
311,307.5
293,291.1
281,283.2
262,259.1
256,259.4
270,280.2
293,300.2
304,302.7
294,297.9
273,282.0
277,282.4
318,309.7
342,355.1
357,359.8
374,376.3
365,360.8
377,372.9
371,381.2
374,378.2
369,378.4
356,369.8
350,366.0
343,360.0
329,340.2
307,307.9
287,289.6
275,281.1
261,259.7
254,257.2
267,277.6
287,296.7
296,302.4
283,286.1
265,262.3
265,257.6
291,283.0
311,300.3
314,304.2
320,306.8
308,298.0
315,306.7
313,307.8
310,308.0
311,307.4
308,315.7
307,322.6
303,320.7
290,298.9
274,285.9
255,273.1
245,258.7
234,245.2
238,244.3
252,258.1
275,280.3
283,284.2
270,271.3
242,244.5
231,241.0
246,262.1
260,282.9
265,285.6
263,298.4
261,300.4
264,304.3
259,305.3
261,306.5
267,308.4
278,316.7
286,325.1
289,323.9
279,313.3
267,290.9
253,269.1
243,258.6
231,237.2
230,236.0
248,253.3
272,271.3
284,281.8
272,272.9
259,265.7
269,270.1
313,321.0
338,353.7
344,359.1
350,367.9
329,360.0
344,372.9
346,377.3
348,376.0
351,375.4
343,363.0
341,363.2
334,361.6
319,339.6
299,309.3
281,293.3
272,283.0
257,253.2
253,253.7
269,274.5
293,296.3
303,308.5
295,286.1
283,268.0
288,268.0
328,313.4
349,358.1
355,362.1
359,371.8
342,365.1
360,383.4
365,388.8
361,387.7
362,387.6
353,370.4
348,369.9
341,357.0
324,346.3
305,315.4
284,291.6
271,286.9
259,256.8
258,258.4
272,275.2
296,297.6
305,305.4
295,294.5
283,278.3
285,276.9
329,316.9
361,355.6
378,359.3
383,366.2
362,356.0
374,368.7
373,374.0
383,373.6
379,373.8
369,367.5
364,366.0
357,357.2
339,335.1
316,306.3
294,286.8
279,279.1
266,259.2
263,259.1
276,276.9
296,299.7
306,307.0
297,296.3
285,282.8
292,285.1
342,321.4
387,356.0
404,367.5
407,372.7
381,361.4
407,370.8
405,372.4
400,370.5
404,370.3
395,363.1
388,363.4
377,358.5
360,339.1
335,310.9
314,289.5
299,278.8
278,260.8
269,259.9
280,276.4
300,299.7
309,303.4
302,295.9
290,282.7
303,284.4
354,324.6
395,355.5
412,361.7
425,372.9
410,360.9
435,375.8
432,378.9
424,377.5
425,377.0
408,367.8
396,366.6
386,359.8
368,344.6
342,306.3
321,287.1
305,283.2
282,261.1
272,259.6
281,273.9
295,295.9
302,302.3
292,287.6
274,263.1
274,257.0
303,288.5
331,310.0
348,318.5
363,321.2
353,315.4
365,318.6
367,321.0
367,319.1
363,319.1
356,320.9
355,323.3
353,319.9
340,302.4
318,286.0
298,268.8
283,258.5
264,265.7
255,262.2
263,258.2
282,287.3
290,287.7
279,275.9
258,254.9
254,251.3
276,280.1
296,305.1
309,311.7
317,319.8
321,324.8
330,324.1
328,326.1
328,327.1
329,321.7
335,339.1
347,350.0
350,351.0
337,332.4
318,319.2
297,300.3
281,286.2
259,252.1
253,248.0
265,260.7
286,281.8
296,289.7
292,285.9
291,281.2
308,289.1
366,355.7
400,382.5
415,399.4
428,406.0
410,391.3
438,407.0
439,411.2
445,406.0
445,411.6
432,399.6
420,397.1
409,392.3
390,370.3
363,329.2
339,310.3
318,299.2
293,286.0
281,282.4
288,283.0
304,304.1
315,308.5
